%,FOR,W,SHAPE,,,,,,,,,
×1/2,48.3,0.587,4.03,48.3,0.587,4.03,62.4,0.454,5.2,,,
×3/8,48.2,0.447,4.02,48.2,0.447,4.02,62.8,0.343,5.23,,,
×5/16,48.2,0.375,4.02,48.2,0.375,4.02,63,0.287,5.25,,,
HSS16×12×5/8,44.3,0.684,3.69,40.3,0.752,3.36,54,0.561,4.5,,,
×1/2,44.3,0.556,3.69,40.3,0.611,3.36,54.4,0.453,4.53,,,
×3/8,44.2,0.424,3.68,40.2,0.466,3.35,54.8,0.342,4.57,,,
×5/16,44.2,0.356,3.68,40.2,0.392,3.35,55,0.286,4.58,,,
HSS16×8×5/8,40.3,0.636,3.36,32.3,0.794,2.69,46,0.558,3.83,,,
×1/2,40.3,0.519,3.36,32.3,0.648,2.69,46.4,0.45,3.87,,,
×3/8,40.2,0.397,3.35,32.2,0.495,2.68,46.8,0.341,3.9,,,
×5/16,40.2,0.334,3.35,32.2,0.417,2.68,47,0.285,3.92,,,
HSS16×4×1/2,36.3,0.474,3.03,24.3,0.708,2.03,38.4,0.447,3.2,,,
×3/8,36.2,0.364,3.02,24.2,0.544,2.02,38.8,0.339,3.23,,,
×5/16,36.2,0.306,3.02,24.2,0.459,2.02,39,0.284,3.25,,,
HSS14×14×5/8,42.3,0.716,3.53,42.3,0.716,3.53,54,0.561,4.5,,,
×1/2,42.3,0.582,3.53,42.3,0.582,3.53,54.4,0.453,4.53,,,
×3/8,42.2,0.444,3.52,42.2,0.444,3.52,54.8,0.342,4.57,,,
×5/16,42.2,0.373,3.52,42.2,0.373,3.52,55,0.286,4.58,,,
HSS14×12×1/2,40.3,0.565,3.36,38.3,0.595,3.19,50.4,0.452,4.2,,,
×3/8,40.2,0.432,3.35,38.2,0.454,3.18,50.8,0.341,4.23,,,
HSS14×10×5/8,38.3,0.67,3.19,34.3,0.748,2.86,46,0.558,3.83,,,
×1/2,38.3,0.546,3.19,34.3,0.61,2.86,46.4,0.45,3.87,,,
×3/8,38.2,0.418,3.18,34.2,0.466,2.85,46.8,0.341,3.9,,,
×5/16,38.2,0.351,3.18,34.2,0.393,2.85,47,0.285,3.92,,,
×1/4,38.1,0.284,3.18,34.1,0.317,2.84,47.2,0.229,3.93,,,
HSS14×6×5/8,34.3,0.612,2.86,26.3,0.798,2.19,38,0.553,3.17,,,
×1/2,34.3,0.501,2.86,26.3,0.654,2.19,38.4,0.447,3.2,,,
×3/8,34.2,0.385,2.85,26.2,0.502,2.18,38.8,0.339,3.23,,,
×5/16,34.2,0.324,2.85,26.2,0.424,2.18,39,0.284,3.25,,,
×1/4,34.1,0.263,2.84,26.1,0.343,2.18,39.2,0.229,3.27,,,
×3/16,34.1,0.198,2.84,26.1,0.259,2.18,39.4,0.172,3.28,,,
HSS14×4×5/8,32.3,0.578,2.69,22.3,0.837,1.86,34,0.55,2.83,,,
×1/2,32.3,0.475,2.69,22.3,0.688,1.86,34.4,0.445,2.87,,,
×3/8,32.2,0.365,2.68,22.2,0.53,1.85,34.8,0.338,2.9,,,
×5/16,32.2,0.308,2.68,22.2,0.448,1.85,35,0.283,2.92,,,
×1/4,32.1,0.25,2.68,22.1,0.363,1.84,35.2,0.228,2.93,,,
×3/16,32.1,0.189,2.68,22.1,0.274,1.84,35.4,0.171,2.95,,,
HSS12×12×5/8,36.3,0.707,3.03,36.3,0.707,3.03,46,0.558,3.83,,,
×1/2,36.3,0.576,3.03,36.3,0.576,3.03,46.4,0.45,3.87,,,
×3/8,36.2,0.441,3.02,36.2,0.441,3.02,46.8,0.341,3.9,,,
×5/16,36.2,0.371,3.02,36.2,0.371,3.02,47,0.285,3.92,,,
×1/4,36.1,0.3,3.01,36.1,0.3,3.01,47.2,0.229,3.93,,,
HSS12×10×1/2,34.3,0.556,2.86,32.3,0.59,2.69,42.4,0.449,3.53,,,
×3/8,34.2,0.426,2.85,32.2,0.452,2.68,42.8,0.34,3.57,,,
×5/16,34.2,0.358,2.85,32.2,0.381,2.68,43,0.285,3.58,,,
×1/4,34.1,0.29,2.84,32.1,0.308,2.68,43.2,0.229,3.6,,,
HSS12×8×5/8,32.3,0.65,2.69,28.3,0.742,2.36,38,0.553,3.17,,,
×1/2,32.3,0.532,2.69,28.3,0.608,2.36,38.4,0.447,3.2,,,
×3/8,32.2,0.409,2.68,28.2,0.467,2.35,38.8,0.339,3.23,,,
×5/16,32.2,0.345,2.68,28.2,0.394,2.35,39,0.284,3.25,,,
×1/4,32.1,0.279,2.68,28.1,0.319,2.34,39.2,0.229,3.27,,,
×3/16,32.1,0.211,2.68,28.1,0.241,2.34,39.4,0.172,3.28,,,
HSS12×6×5/8,30.3,0.616,2.53,24.3,0.768,2.03,34,0.55,2.83,,,
×1/2,30.3,0.506,2.53,24.3,0.631,2.03,34.4,0.445,2.87,,,
×3/8,30.2,0.39,2.52,24.2,0.486,2.02,34.8,0.338,2.9,,,
×5/16,30.2,0.329,2.52,24.2,0.41,2.02,35,0.283,2.92,,,
×1/4,30.1,0.267,2.51,24.1,0.333,2.01,35.2,0.228,2.93,,,
×3/16,30.1,0.202,2.51,24.1,0.252,2.01,35.4,0.171,2.95,,,
HSS12×4×5/8,28.3,0.578,2.36,20.3,0.805,1.69,30,0.546,2.5,,,
×1/2,28.3,0.476,2.36,20.3,0.664,1.69,30.4,0.443,2.53,,,
×3/8,28.2,0.368,2.35,20.2,0.513,1.68,30.8,0.337,2.57,,,
×5/16,28.2,0.311,2.35,20.2,0.434,1.68,31,0.282,2.58,,,
×1/4,28.1,0.252,2.34,20.1,0.353,1.68,31.2,0.228,2.6,,,
×3/16,28.1,0.191,2.34,20.1,0.267,1.68,31.4,0.171,2.62,,,
HSS12×31/2×3/8,27.7,0.362,2.31,19.2,0.522,1.6,29.8,0.336,2.48,,,
×5/16,27.7,0.306,2.31,19.2,0.442,1.6,30,0.282,2.5,,,
HSS12×3×5/16,27.2,0.301,2.27,18.2,0.45,1.52,29,0.282,2.42,,,
×1/4,27.1,0.244,2.26,18.1,0.366,1.51,29.2,0.227,2.43,,,
×3/16,27.1,0.185,2.26,18.1,0.277,1.51,29.4,0.171,2.45,,,
HSS12×2×1/4,26.1,0.236,2.18,16.1,0.382,1.34,27.2,0.227,2.27,,,
×3/16,26.1,0.179,2.18,16.1,0.29,1.34,27.4,0.171,2.28,,,
HSS10×10×5/8,30.3,0.693,2.53,30.3,0.693,2.53,38,0.553,3.17,,,
×1/2,30.3,0.568,2.53,30.3,0.568,2.53,38.4,0.447,3.2,,,
×3/8,30.2,0.436,2.52,30.2,0.436,2.52,38.8,0.339,3.23,,,
×5/16,30.2,0.367,2.52,30.2,0.367,2.52,39,0.284,3.25,,,
×1/4,30.1,0.297,2.51,30.1,0.297,2.51,39.2,0.229,3.27,,,
×3/16,30.1,0.225,2.51,30.1,0.225,2.51,39.4,0.172,3.28,,,
HSS10×8×1/2,28.3,0.542,2.36,26.3,0.583,2.19,34.4,0.445,2.87,,,
×3/8,28.2,0.417,2.35,26.2,0.449,2.18,34.8,0.338,2.9,,,
×5/16,28.2,0.352,2.35,26.2,0.379,2.18,35,0.283,2.92,,,
×1/4,28.1,0.285,2.34,26.1,0.307,2.18,35.2,0.228,2.93,,,
×3/16,28.1,0.216,2.34,26.1,0.232,2.18,35.4,0.171,2.95,,,
HSS10×6×5/8,26.3,0.622,2.19,22.3,0.733,1.86,30,0.546,2.5,,,
×1/2,26.3,0.512,2.19,22.3,0.605,1.86,30.4,0.443,2.53,,,
×3/8,26.2,0.396,2.18,22.2,0.467,1.85,30.8,0.337,2.57,,,
×5/16,26.2,0.335,2.18,22.2,0.395,1.85,31,0.282,2.58,,,
×1/4,26.1,0.272,2.18,22.1,0.321,1.84,31.2,0.228,2.6,,,
×3/16,26.1,0.206,2.18,22.1,0.243,1.84,31.4,0.171,2.62,,,
HSS10×5×3/8,25.2,0.384,2.1,20.2,0.479,1.68,28.8,0.336,2.4,,,
×5/16,25.2,0.325,2.1,20.2,0.405,1.68,29,0.282,2.42,,,
×1/4,25.1,0.264,2.09,20.1,0.329,1.68,29.2,0.227,2.43,,,
×3/16,25.1,0.2,2.09,20.1,0.25,1.68,29.4,0.171,2.45,,,
HSS10×4×5/8,24.3,0.577,2.03,18.3,0.766,1.53,26,0.54,2.17,,,
×1/2,24.3,0.478,2.03,18.3,0.635,1.53,26.4,0.439,2.2,,,
×3/8,24.2,0.371,2.02,18.2,0.493,1.52,26.8,0.335,2.23,,,
×5/16,24.2,0.314,2.02,18.2,0.418,1.52,27,0.281,2.25,,,
×1/4,24.1,0.256,2.01,18.1,0.34,1.51,27.2,0.227,2.27,,,
×3/16,24.1,0.194,2.01,18.1,0.258,1.51,27.4,0.171,2.28,,,
HSS10×31/2×3/16,23.6,0.191,1.97,17.1,0.263,1.43,26.4,0.17,2.2,,,
HSS10×3×3/8,23.2,0.357,1.93,16.2,0.511,1.35,24.8,0.334,2.07,,,
×5/16,23.2,0.303,1.93,16.2,0.434,1.35,25,0.28,2.08,,,
×1/4,23.1,0.246,1.93,16.1,0.353,1.34,25.2,0.226,2.1,,,
×3/16,23.1,0.187,1.93,16.1,0.269,1.34,25.4,0.17,2.12,,,
×1/8,23.1,0.127,1.93,16.1,0.182,1.34,25.6,0.114,2.13,,,
HSS10×2×3/8,22.2,0.341,1.85,14.2,0.534,1.18,22.8,0.332,1.9,,,
×5/16,22.2,0.29,1.85,14.2,0.454,1.18,23,0.279,1.92,,,
×1/4,22.1,0.237,1.84,14.1,0.37,1.18,23.2,0.226,1.93,,,
×3/16,22.1,0.18,1.84,14.1,0.282,1.18,23.4,0.17,1.95,,,
HSS9×7×5/8,25.3,0.646,2.11,23.3,0.702,1.94,30,0.546,2.5,,,
×1/2,25.3,0.533,2.11,23.3,0.579,1.94,30.4,0.443,2.53,,,
×3/8,25.2,0.411,2.1,23.2,0.447,1.93,30.8,0.337,2.57,,,
×5/16,25.2,0.348,2.1,23.2,0.378,1.93,31,0.282,2.58,,,
×1/4,25.1,0.282,2.09,23.1,0.307,1.93,31.2,0.228,2.6,,,
×3/16,25.1,0.214,2.09,23.1,0.232,1.93,31.4,0.171,2.62,,,
HSS9×5×5/8,23.3,0.602,1.94,19.3,0.727,1.61,26,0.54,2.17,,,
×1/2,23.3,0.499,1.94,19.3,0.602,1.61,26.4,0.439,2.2,,,
×3/8,23.2,0.387,1.93,19.2,0.467,1.6,26.8,0.335,2.23,,,
×5/16,23.2,0.328,1.93,19.2,0.396,1.6,27,0.281,2.25,,,
×1/4,23.1,0.267,1.93,19.1,0.322,1.59,27.2,0.227,2.27,,,
×3/16,23.1,0.202,1.93,19.1,0.245,1.59,27.4,0.171,2.28,,,
HSS9×3×1/2,21.3,0.458,1.78,15.3,0.638,1.28,22.4,0.435,1.87,,,
×3/8,21.2,0.357,1.77,15.2,0.498,1.27,22.8,0.332,1.9,,,
×5/16,21.2,0.304,1.77,15.2,0.424,1.27,23,0.279,1.92,,,
×1/4,21.1,0.248,1.76,15.1,0.346,1.26,23.2,0.226,1.93,,,
×3/16,21.1,0.188,1.76,15.1,0.263,1.26,23.4,0.17,1.95,,,
HSS8×8×5/8,24.3,0.673,2.03,24.3,0.673,2.03,30,0.546,2.5,,,
×1/2,24.3,0.555,2.03,24.3,0.555,2.03,30.4,0.443,2.53,,,
×3/8,24.2,0.428,2.02,24.2,0.428,2.02,30.8,0.337,2.57,,,
×5/16,24.2,0.362,2.02,24.2,0.362,2.02,31,0.282,2.58,,,
×1/4,24.1,0.294,2.01,24.1,0.294,2.01,31.2,0.228,2.6,,,
×3/16,24.1,0.223,2.01,24.1,0.223,2.01,31.4,0.171,2.62,,,
HSS8×6×5/8,22.3,0.629,1.86,20.3,0.691,1.69,26,0.54,2.17,,,
×1/2,22.3,0.521,1.86,20.3,0.572,1.69,26.4,0.439,2.2,,,
×3/8,22.2,0.404,1.85,20.2,0.444,1.68,26.8,0.335,2.23,,,
×5/16,22.2,0.342,1.85,20.2,0.376,1.68,27,0.281,2.25,,,
×1/4,22.1,0.279,1.84,20.1,0.306,1.68,27.2,0.227,2.27,,,
×3/16,22.1,0.211,1.84,20.1,0.233,1.68,27.4,0.171,2.28,,,
HSS8×4×5/8,20.3,0.577,1.69,16.3,0.718,1.36,22,0.533,1.83,,,
×1/2,20.3,0.481,1.69,16.3,0.599,1.36,22.4,0.435,1.87,,,
×3/8,20.2,0.375,1.68,16.2,0.468,1.35,22.8,0.332,1.9,,,
×5/16,20.2,0.319,1.68,16.2,0.398,1.35,23,0.279,1.92,,,
×1/4,20.1,0.26,1.68,16.1,0.325,1.34,23.2,0.226,1.93,,,
×3/16,20.1,0.198,1.68,16.1,0.247,1.34,23.4,0.17,1.95,,,
×1/8,20.1,0.134,1.68,16.1,0.168,1.34,23.6,0.114,1.97,,,
HSS8×3×1/2,19.3,0.457,1.61,14.3,0.618,1.19,20.4,0.432,1.7,,,
×3/8,19.2,0.358,1.6,14.2,0.484,1.18,20.8,0.331,1.73,,,
×5/16,19.2,0.305,1.6,14.2,0.413,1.18,21,0.278,1.75,,,
×1/4,19.1,0.249,1.59,14.1,0.337,1.18,21.2,0.225,1.77,,,
×3/16,19.1,0.19,1.59,14.1,0.257,1.18,21.4,0.17,1.78,,,
×1/8,19.1,0.129,1.59,14.1,0.175,1.18,21.6,0.114,1.8,,,
HSS8×2×3/8,18.2,0.34,1.52,12.2,0.507,1.02,18.8,0.329,1.57,,,
×5/16,18.2,0.29,1.52,12.2,0.433,1.02,19,0.277,1.58,,,
×1/4,18.1,0.237,1.51,12.1,0.355,1.01,19.2,0.224,1.6,,,
×3/16,18.1,0.181,1.51,12.1,0.271,1.01,19.4,0.169,1.62,,,
×1/8,18.1,0.124,1.51,12.1,0.185,1.01,19.6,0.114,1.63,,,
HSS7×7×5/8,21.3,0.659,1.78,21.3,0.659,1.78,26,0.54,2.17,,,
×1/2,21.3,0.545,1.78,21.3,0.545,1.78,26.4,0.439,2.2,,,
×3/8,21.2,0.423,1.77,21.2,0.423,1.77,26.8,0.335,2.23,,,
×5/16,21.2,0.359,1.77,21.2,0.359,1.77,27,0.281,2.25,,,
×1/4,21.1,0.292,1.76,21.1,0.292,1.76,27.2,0.227,2.27,,,
×3/16,21.1,0.221,1.76,21.1,0.221,1.76,27.4,0.171,2.28,,,
HSS7×5×5/8,19.3,0.607,1.61,17.3,0.677,1.44,22,0.533,1.83,,,
×1/2,19.3,0.506,1.61,17.3,0.564,1.44,22.4,0.435,1.87,,,
×3/8,19.2,0.395,1.6,17.2,0.44,1.43,22.8,0.332,1.9,,,
×5/16,19.2,0.335,1.6,17.2,0.374,1.43,23,0.279,1.92,,,
×1/4,19.1,0.274,1.59,17.1,0.306,1.43,23.2,0.226,1.93,,,
×3/16,19.1,0.208,1.59,17.1,0.233,1.43,23.4,0.17,1.95,,,
×1/8,19.1,0.141,1.59,17.1,0.158,1.43,23.6,0.114,1.97,,,
HSS7×4×1/2,18.3,0.482,1.53,15.3,0.577,1.28,20.4,0.432,1.7,,,
×3/8,18.2,0.378,1.52,15.2,0.453,1.27,20.8,0.331,1.73,,,
×5/16,18.2,0.322,1.52,15.2,0.385,1.27,21,0.278,1.75,,,
×1/4,18.1,0.263,1.51,15.1,0.315,1.26,21.2,0.225,1.77,,,
×3/16,18.1,0.201,1.51,15.1,0.24,1.26,21.4,0.17,1.78,,,
×1/8,18.1,0.136,1.51,15.1,0.164,1.26,21.6,0.114,1.8,,,
HSS7×3×1/2,17.3,0.456,1.44,13.3,0.594,1.11,18.4,0.428,1.53,,,
×3/8,17.2,0.359,1.43,13.2,0.468,1.1,18.8,0.329,1.57,,,
×5/16,17.2,0.307,1.43,13.2,0.4,1.1,19,0.277,1.58,,,
×1/4,17.1,0.251,1.43,13.1,0.328,1.09,19.2,0.224,1.6,,,
×3/16,17.1,0.192,1.43,13.1,0.25,1.09,19.4,0.169,1.62,,,
×1/8,17.1,0.131,1.43,13.1,0.171,1.09,19.6,0.114,1.63,,,
HSS6×6×5/8,18.3,0.64,1.53,18.3,0.64,1.53,22,0.533,1.83,,,
×1/2,18.3,0.533,1.53,18.3,0.533,1.53,22.4,0.435,1.87,,,
×3/8,18.2,0.416,1.52,18.2,0.416,1.52,22.8,0.332,1.9,,,
×5/16,18.2,0.354,1.52,18.2,0.354,1.52,23,0.279,1.92,,,
×1/4,18.1,0.289,1.51,18.1,0.289,1.51,23.2,0.226,1.93,,,
×3/16,18.1,0.22,1.51,18.1,0.22,1.51,23.4,0.17,1.95,,,
×1/8,18.1,0.149,1.51,18.1,0.149,1.51,23.6,0.114,1.97,,,
HSS6×5×3/8,17.2,0.4,1.43,16.2,0.425,1.35,20.8,0.331,1.73,,,
×5/16,17.2,0.341,1.43,16.2,0.362,1.35,21,0.278,1.75,,,
×1/4,17.1,0.278,1.43,16.1,0.296,1.34,21.2,0.225,1.77,,,
×3/16,17.1,0.212,1.43,16.1,0.225,1.34,21.4,0.17,1.78,,,
HSS6×4×1/2,16.3,0.484,1.36,14.3,0.552,1.19,18.4,0.428,1.53,,,
×3/8,16.2,0.381,1.35,14.2,0.435,1.18,18.8,0.329,1.57,,,
×5/16,16.2,0.326,1.35,14.2,0.372,1.18,19,0.277,1.58,,,
×1/4,16.1,0.267,1.34,14.1,0.304,1.18,19.2,0.224,1.6,,,
×3/16,16.1,0.204,1.34,14.1,0.233,1.18,19.4,0.169,1.62,,,
×1/8,16.1,0.139,1.34,14.1,0.159,1.18,19.6,0.114,1.63,,,
HSS6×3×1/2,15.3,0.455,1.28,12.3,0.567,1.03,16.4,0.424,1.37,,,
×3/8,15.2,0.361,1.27,12.2,0.449,1.02,16.8,0.326,1.4,,,
×5/16,15.2,0.309,1.27,12.2,0.385,1.02,17,0.275,1.42,,,
×1/4,15.1,0.254,1.26,12.1,0.316,1.01,17.2,0.223,1.43,,,
×3/16,15.1,0.194,1.26,12.1,0.242,1.01,17.4,0.169,1.45,,,
×1/8,15.1,0.133,1.26,12.1,0.166,1.01,17.6,0.114,1.47,,,
HSS6×2×3/8,14.2,0.337,1.18,10.2,0.469,0.85,14.8,0.323,1.23,,,
×5/16,14.2,0.289,1.18,10.2,0.403,0.85,15,0.273,1.25,,,
×1/4,14.1,0.239,1.18,10.1,0.333,0.842,15.2,0.222,1.27,,,
×3/16,14.1,0.183,1.18,10.1,0.256,0.842,15.4,0.168,1.28,,,
×1/8,14.1,0.126,1.18,10.1,0.176,0.842,15.6,0.113,1.3,,,
HSS51/2×51/2×3/8,16.7,0.412,1.39,16.7,0.412,1.39,20.8,0.331,1.73,,,
×5/16,16.7,0.351,1.39,16.7,0.351,1.39,21,0.278,1.75,,,
×1/4,16.6,0.287,1.38,16.6,0.287,1.38,21.2,0.225,1.77,,,
×3/16,16.6,0.219,1.38,16.6,0.219,1.38,21.4,0.17,1.78,,,
×1/8,16.6,0.149,1.38,16.6,0.149,1.38,21.6,0.114,1.8,,,
HSS5×5×1/2,15.3,0.516,1.28,15.3,0.516,1.28,18.4,0.428,1.53,,,
×3/8,15.2,0.407,1.27,15.2,0.407,1.27,18.8,0.329,1.57,,,
×5/16,15.2,0.347,1.27,15.2,0.347,1.27,19,0.277,1.58,,,
×1/4,15.1,0.284,1.26,15.1,0.284,1.26,19.2,0.224,1.6,,,
×3/16,15.1,0.217,1.26,15.1,0.217,1.26,19.4,0.169,1.62,,,
×1/8,15.1,0.148,1.26,15.1,0.148,1.26,19.6,0.114,1.63,,,
HSS5×4×1/2,14.3,0.487,1.19,13.3,0.524,1.11,16.4,0.424,1.37,,,
×3/8,14.2,0.386,1.18,13.2,0.415,1.1,16.8,0.326,1.4,,,
×5/16,14.2,0.33,1.18,13.2,0.356,1.1,17,0.275,1.42,,,
×1/4,14.1,0.272,1.18,13.1,0.292,1.09,17.2,0.223,1.43,,,
×3/16,14.1,0.208,1.18,13.1,0.224,1.09,17.4,0.169,1.45,,,
HSS5×3×1/2,13.3,0.454,1.11,11.3,0.534,0.942,14.4,0.418,1.2,,,
×3/8,13.2,0.362,1.1,11.2,0.427,0.933,14.8,0.323,1.23,,,
×5/16,13.2,0.311,1.1,11.2,0.367,0.933,15,0.273,1.25,,,
×1/4,13.1,0.257,1.09,11.1,0.303,0.925,15.2,0.222,1.27,,,
×3/16,13.1,0.197,1.09,11.1,0.233,0.925,15.4,0.168,1.28,,,
×1/8,13.1,0.135,1.09,11.1,0.16,0.925,15.6,0.113,1.3,,,
HSS5×21/2×1/4,12.6,0.248,1.05,10.1,0.31,0.842,14.2,0.221,1.18,,,
×3/16,12.6,0.191,1.05,10.1,0.239,0.842,14.4,0.167,1.2,,,
×1/8,12.6,0.131,1.05,10.1,0.164,0.842,14.6,0.113,1.22,,,
HSS5×2×3/8,12.2,0.335,1.02,9.2,0.444,0.767,12.8,0.319,1.07,,,
×5/16,12.2,0.289,1.02,9.16,0.384,0.763,13,0.271,1.08,,,
×1/4,12.1,0.239,1.01,9.13,0.318,0.761,13.2,0.22,1.1,,,
×3/16,12.1,0.185,1.01,9.1,0.246,0.758,13.4,0.167,1.12,,,
×1/8,12.1,0.127,1.01,9.07,0.169,0.756,13.6,0.113,1.13,,,
HSS41/2×41/2×1/2,13.8,0.505,1.15,13.8,0.505,1.15,16.4,0.424,1.37,,,
×3/8,13.7,0.4,1.14,13.7,0.4,1.14,16.8,0.326,1.4,,,
×5/16,13.7,0.343,1.14,13.7,0.343,1.14,17,0.275,1.42,,,
×1/4,13.6,0.281,1.13,13.6,0.281,1.13,17.2,0.223,1.43,,,
×3/16,13.6,0.216,1.13,13.6,0.216,1.13,17.4,0.169,1.45,,,
×1/8,13.6,0.147,1.13,13.6,0.147,1.13,17.6,0.114,1.47,,,
HSS4×4×1/2,12.3,0.491,1.03,12.3,0.491,1.03,14.4,0.418,1.2,,,
×3/8,12.2,0.392,1.02,12.2,0.392,1.02,14.8,0.323,1.23,,,
×5/16,12.2,0.337,1.02,12.2,0.337,1.02,15,0.273,1.25,,,
×1/4,12.1,0.278,1.01,12.1,0.278,1.01,15.2,0.222,1.27,,,
×3/16,12.1,0.214,1.01,12.1,0.214,1.01,15.4,0.168,1.28,,,
×1/8,12.1,0.146,1.01,12.1,0.146,1.01,15.6,0.113,1.3,,,
HSS4×3×3/8,11.2,0.365,0.933,10.2,0.401,0.85,12.8,0.319,1.07,,,
×5/16,11.2,0.315,0.933,10.2,0.346,0.85,13,0.271,1.08,,,
×1/4,11.1,0.261,0.925,10.1,0.287,0.842,13.2,0.22,1.1,,,
×3/16,11.1,0.202,0.925,10.1,0.222,0.842,13.4,0.167,1.12,,,
×1/8,11.1,0.139,0.925,10.1,0.153,0.842,13.6,0.113,1.13,,,
HSS4×21/2×5/16,10.7,0.303,0.892,9.16,0.352,0.763,12,0.269,1,,,
×1/4,10.6,0.251,0.883,9.13,0.293,0.761,12.2,0.219,1.02,,,
×3/16,10.6,0.195,0.883,9.1,0.227,0.758,12.4,0.166,1.03,,,
HSS4×2×3/8,10.2,0.332,0.85,8.2,0.413,0.683,10.8,0.314,0.9,,,
×5/16,10.2,0.289,0.85,8.16,0.359,0.68,11,0.267,0.917,,,
×1/4,10.1,0.241,0.842,8.13,0.3,0.678,11.2,0.218,0.933,,,
×3/16,10.1,0.187,0.842,8.1,0.233,0.675,11.4,0.166,0.95,,,
×1/8,10.1,0.13,0.842,8.07,0.162,0.673,11.6,0.112,0.967,,,
HSS31/2×31/2×3/8,10.7,0.382,0.892,10.7,0.382,0.892,12.8,0.319,1.07,,,
×5/16,10.7,0.33,0.892,10.7,0.33,0.892,13,0.271,1.08,,,
×1/4,10.6,0.273,0.883,10.6,0.273,0.883,13.2,0.22,1.1,,,
×3/16,10.6,0.211,0.883,10.6,0.211,0.883,13.4,0.167,1.12,,,
×1/8,10.6,0.145,0.883,10.6,0.145,0.883,13.6,0.113,1.13,,,
HSS31/2×21/2×3/8,9.7,0.349,0.808,8.7,0.389,0.725,10.8,0.314,0.9,,,
×5/16,9.66,0.304,0.805,8.66,0.339,0.722,11,0.267,0.917,,,
×1/4,9.63,0.253,0.803,8.63,0.283,0.719,11.2,0.218,0.933,,,
×3/16,9.6,0.197,0.8,8.6,0.22,0.717,11.4,0.166,0.95,,,
×1/8,9.57,0.136,0.798,8.57,0.152,0.714,11.6,0.112,0.967,,,
HSS3×3×3/8,9.2,0.368,0.767,9.2,0.368,0.767,10.8,0.314,0.9,,,
×5/16,9.16,0.32,0.763,9.16,0.32,0.763,11,0.267,0.917,,,
×1/4,9.13,0.267,0.761,9.13,0.267,0.761,11.2,0.218,0.933,,,
×3/16,9.1,0.208,0.758,9.1,0.208,0.758,11.4,0.166,0.95,,,
×1/8,9.07,0.144,0.756,9.07,0.144,0.756,11.6,0.112,0.967,,,
HSS3×21/2×5/16,8.66,0.305,0.722,8.16,0.324,0.68,10,0.264,0.833,,,
×1/4,8.63,0.256,0.719,8.13,0.271,0.678,10.2,0.216,0.85,,,
×3/16,8.6,0.199,0.717,8.1,0.212,0.675,10.4,0.165,0.867,,,
×1/8,8.57,0.139,0.714,8.07,0.147,0.673,10.6,0.112,0.883,,,
HSS3×2×5/16,8.16,0.288,0.68,7.16,0.328,0.597,9,0.261,0.75,,,
×1/4,8.13,0.243,0.678,7.13,0.277,0.594,9.2,0.214,0.767,,,
×3/16,8.1,0.19,0.675,7.1,0.217,0.592,9.4,0.164,0.783,,,
×1/8,8.07,0.133,0.673,7.07,0.152,0.589,9.6,0.112,0.8,,,
HSS3×11/2×1/4,7.63,0.228,0.636,6.13,0.284,0.511,8.2,0.212,0.683,,,
×3/16,7.6,0.18,0.633,6.1,0.224,0.508,8.4,0.163,0.7,,,
×1/8,7.57,0.126,0.631,6.07,0.158,0.506,8.6,0.111,0.717,,,
HSS3×1×1/8,7.07,0.119,0.589,5.07,0.166,0.423,7.6,0.11,0.633,,,
HSS21/2×21/2×5/16,7.66,0.31,0.638,7.66,0.307,0.638,9,0.261,0.75,,,
×1/4,7.63,0.259,0.636,7.63,0.259,0.636,9.2,0.214,0.767,,,
×3/16,7.6,0.203,0.633,7.6,0.203,0.633,9.4,0.164,0.783,,,
×1/8,7.57,0.142,0.631,7.57,0.142,0.631,9.6,0.112,0.8,,,
HSS21/2×11/2×1/4,6.63,0.227,0.553,5.63,0.268,0.469,7.2,0.209,0.6,,,
×3/16,6.6,0.181,0.55,5.6,0.213,0.467,7.4,0.161,0.617,,,
×1/8,6.57,0.128,0.548,5.57,0.151,0.464,7.6,0.11,0.633,,,
HSS21/4×21/4×1/4,6.13,0.253,0.511,6.13,0.253,0.511,7.2,0.212,0.6,,,
×3/16,6.85,0.2,0.571,6.85,0.2,0.571,8.4,0.163,0.7,,,
×1/8,6.82,0.14,0.568,6.82,0.14,0.568,8.6,0.111,0.717,,,
HSS2×2×1/4,6.13,0.246,0.511,6.13,0.246,0.511,7.2,0.209,0.6,,,
×3/16,6.1,0.196,0.508,6.1,0.196,0.508,7.4,0.161,0.617,,,
×1/8,6.07,0.138,0.506,6.07,0.138,0.506,7.6,0.11,0.633,,,
HSS2×11/2×3/16,5.6,0.182,0.467,5.1,0.2,0.425,6.4,0.159,0.533,,,
HSS2×1×3/16,5.1,0.166,0.425,4.1,0.206,0.342,5.4,0.156,0.45,,,
×1/8,5.07,0.12,0.423,4.07,0.149,0.339,5.6,0.108,0.467,,,
HSS13/4×13/4×3/16,5.35,0.191,0.446,5.35,0.191,0.446,6.4,0.159,0.533,,,
HSS15/8×15/8×3/16,4.97,0.187,0.414,4.97,0.187,0.414,5.9,0.158,0.492,,,
×1/8,4.94,0.135,0.412,4.94,0.135,0.412,6.1,0.109,0.508,,,
HSS11/2×11/2×3/16,4.6,0.184,0.383,4.6,0.184,0.383,5.4,0.156,0.45,,,
